"Site","Mark","Individual","Orientation","Altitude","Plot","ID","Site_Plot","Date","Days","Emergence","Emergence.overall"
"ND2","C08","i","N","D","C","ND2 C08 i","ND2 C",2018-07-05,95,1,TRUE
"ND2","C09","d","N","D","C","ND2 C09 d","ND2 C",2018-07-05,95,1,TRUE
"ND2","C09","i","N","D","C","ND2 C09 i","ND2 C",2018-07-05,95,1,TRUE
"ND2","C10","d","N","D","C","ND2 C10 d","ND2 C",2019-01-28,302,0,FALSE
"ND2","C10","i","N","D","C","ND2 C10 i","ND2 C",2019-01-28,302,0,FALSE
"ND2","C11","d","N","D","C","ND2 C11 d","ND2 C",2018-06-08,68,1,TRUE
"ND2","C11","i","N","D","C","ND2 C11 i","ND2 C",2018-09-12,164,1,TRUE
"ND2","C12","d","N","D","C","ND2 C12 d","ND2 C",2019-01-28,302,0,FALSE
"ND2","C12","i","N","D","C","ND2 C12 i","ND2 C",2019-01-28,302,0,FALSE
"ND2","C13","d","N","D","C","ND2 C13 d","ND2 C",2019-01-28,302,0,FALSE
"ND2","C13","i","N","D","C","ND2 C13 i","ND2 C",2019-01-28,302,0,FALSE
"ND2","C14","d","N","D","C","ND2 C14 d","ND2 C",2018-06-08,68,1,TRUE
"ND2","C14","i","N","D","C","ND2 C14 i","ND2 C",2019-01-28,302,0,FALSE
"ND2","C15","d","N","D","C","ND2 C15 d","ND2 C",2019-01-28,302,0,FALSE
"ND2","C15","i","N","D","C","ND2 C15 i","ND2 C",2019-01-28,302,0,FALSE
"ND2","C16","d","N","D","C","ND2 C16 d","ND2 C",2018-07-05,95,1,TRUE
"ND2","C16","i","N","D","C","ND2 C16 i","ND2 C",2018-06-08,68,1,TRUE
"ND2","C17","d","N","D","C","ND2 C17 d","ND2 C",2019-01-28,302,0,FALSE
"ND2","C17","i","N","D","C","ND2 C17 i","ND2 C",2019-01-28,302,0,FALSE
"ND2","C18","d","N","D","C","ND2 C18 d","ND2 C",2019-01-28,302,0,FALSE
"ND2","C18","i","N","D","C","ND2 C18 i","ND2 C",2019-01-28,302,0,FALSE
"ND2","C19","d","N","D","C","ND2 C19 d","ND2 C",2018-06-08,68,1,TRUE
"ND2","C19","i","N","D","C","ND2 C19 i","ND2 C",2018-06-08,68,1,TRUE
"ND2","C20","d","N","D","C","ND2 C20 d","ND2 C",2018-06-08,68,1,TRUE
"ND2","C20","i","N","D","C","ND2 C20 i","ND2 C",2019-01-28,302,0,FALSE
"ND2","D01","d","N","D","D","ND2 D01 d","ND2 D",2018-06-08,68,1,TRUE
"ND2","D01","i","N","D","D","ND2 D01 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D02","d","N","D","D","ND2 D02 d","ND2 D",2018-06-08,68,1,TRUE
"ND2","D02","i","N","D","D","ND2 D02 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D03","d","N","D","D","ND2 D03 d","ND2 D",2019-01-28,302,0,FALSE
"ND2","D03","i","N","D","D","ND2 D03 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D04","d","N","D","D","ND2 D04 d","ND2 D",2019-01-28,302,0,FALSE
"ND2","D04","i","N","D","D","ND2 D04 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D05","d","N","D","D","ND2 D05 d","ND2 D",2019-01-28,302,0,FALSE
"ND2","D05","i","N","D","D","ND2 D05 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D06","d","N","D","D","ND2 D06 d","ND2 D",2018-07-05,95,1,TRUE
"ND2","D06","i","N","D","D","ND2 D06 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D07","d","N","D","D","ND2 D07 d","ND2 D",2018-06-08,68,1,TRUE
"ND2","D07","i","N","D","D","ND2 D07 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D08","d","N","D","D","ND2 D08 d","ND2 D",2019-01-28,302,0,FALSE
"ND2","D08","i","N","D","D","ND2 D08 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D09","d","N","D","D","ND2 D09 d","ND2 D",2018-11-08,221,1,TRUE
"ND2","D09","i","N","D","D","ND2 D09 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D10","d","N","D","D","ND2 D10 d","ND2 D",2019-01-28,302,0,FALSE
"ND2","D10","i","N","D","D","ND2 D10 i","ND2 D",2018-06-08,68,1,TRUE
"ND2","D11","d","N","D","D","ND2 D11 d","ND2 D",2019-01-28,302,0,FALSE
"ND2","D11","i","N","D","D","ND2 D11 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D12","d","N","D","D","ND2 D12 d","ND2 D",2019-01-28,302,0,FALSE
"ND2","D12","i","N","D","D","ND2 D12 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D13","d","N","D","D","ND2 D13 d","ND2 D",2019-01-28,302,0,FALSE
"ND2","D13","i","N","D","D","ND2 D13 i","ND2 D",2018-06-08,68,1,TRUE
"ND2","D14","d","N","D","D","ND2 D14 d","ND2 D",2018-06-08,68,1,TRUE
"ND2","D14","i","N","D","D","ND2 D14 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D15","d","N","D","D","ND2 D15 d","ND2 D",2019-01-28,302,0,FALSE
"ND2","D15","i","N","D","D","ND2 D15 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D16","d","N","D","D","ND2 D16 d","ND2 D",2018-06-08,68,1,TRUE
"ND2","D16","i","N","D","D","ND2 D16 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D17","d","N","D","D","ND2 D17 d","ND2 D",2019-01-28,302,0,FALSE
"ND2","D17","i","N","D","D","ND2 D17 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D18","d","N","D","D","ND2 D18 d","ND2 D",2019-01-28,302,0,FALSE
"ND2","D18","i","N","D","D","ND2 D18 i","ND2 D",2018-07-05,95,1,TRUE
"ND2","D19","d","N","D","D","ND2 D19 d","ND2 D",2019-01-28,302,0,FALSE
"ND2","D19","i","N","D","D","ND2 D19 i","ND2 D",2019-01-28,302,0,FALSE
"ND2","D20","d","N","D","D","ND2 D20 d","ND2 D",2019-01-28,302,0,FALSE
"ND2","D20","i","N","D","D","ND2 D20 i","ND2 D",2018-06-08,68,1,TRUE
"ND2","E01","d","N","D","E","ND2 E01 d","ND2 E",2018-06-08,68,1,TRUE
"ND2","E01","i","N","D","E","ND2 E01 i","ND2 E",2018-06-08,68,1,TRUE
"ND2","E02","d","N","D","E","ND2 E02 d","ND2 E",2018-07-05,95,1,TRUE
"ND2","E02","i","N","D","E","ND2 E02 i","ND2 E",2018-06-08,68,1,TRUE
"ND2","E03","d","N","D","E","ND2 E03 d","ND2 E",2019-01-28,302,0,FALSE
"ND2","E03","i","N","D","E","ND2 E03 i","ND2 E",2019-01-28,302,0,FALSE
"ND2","E04","d","N","D","E","ND2 E04 d","ND2 E",2018-07-05,95,1,TRUE
"ND2","E04","i","N","D","E","ND2 E04 i","ND2 E",2019-01-28,302,0,FALSE
"ND2","E05","d","N","D","E","ND2 E05 d","ND2 E",2019-01-28,302,0,FALSE
"ND2","E05","i","N","D","E","ND2 E05 i","ND2 E",2019-01-28,302,0,FALSE
"ND2","E06","d","N","D","E","ND2 E06 d","ND2 E",2019-01-28,302,0,FALSE
"ND2","E06","i","N","D","E","ND2 E06 i","ND2 E",2019-01-28,302,0,FALSE
"ND2","E07","d","N","D","E","ND2 E07 d","ND2 E",2018-06-08,68,1,TRUE
"ND2","E07","i","N","D","E","ND2 E07 i","ND2 E",2018-06-08,68,1,TRUE
"ND2","E08","d","N","D","E","ND2 E08 d","ND2 E",2018-07-27,117,1,TRUE
"ND2","E08","i","N","D","E","ND2 E08 i","ND2 E",2019-01-28,302,0,FALSE
"ND2","E09","d","N","D","E","ND2 E09 d","ND2 E",2018-07-05,95,1,TRUE
"ND2","E09","i","N","D","E","ND2 E09 i","ND2 E",2018-06-08,68,1,TRUE
"ND2","E10","d","N","D","E","ND2 E10 d","ND2 E",2019-01-28,302,0,FALSE
"ND2","E10","i","N","D","E","ND2 E10 i","ND2 E",2019-01-28,302,0,FALSE
"ND2","E11","d","N","D","E","ND2 E11 d","ND2 E",2019-01-28,302,0,FALSE
"ND2","E11","i","N","D","E","ND2 E11 i","ND2 E",2018-06-08,68,1,TRUE
"ND2","E12","d","N","D","E","ND2 E12 d","ND2 E",2018-09-24,176,1,TRUE
"ND2","E12","i","N","D","E","ND2 E12 i","ND2 E",2018-06-08,68,1,TRUE
"ND2","E13","d","N","D","E","ND2 E13 d","ND2 E",2019-01-28,302,0,FALSE
"ND2","E13","i","N","D","E","ND2 E13 i","ND2 E",2018-12-07,250,1,TRUE
"ND2","E14","d","N","D","E","ND2 E14 d","ND2 E",2018-07-05,95,1,TRUE
"ND2","E14","i","N","D","E","ND2 E14 i","ND2 E",2018-07-05,95,1,TRUE
"ND2","E15","d","N","D","E","ND2 E15 d","ND2 E",2018-06-08,68,1,TRUE
"ND2","E15","i","N","D","E","ND2 E15 i","ND2 E",2019-01-28,302,0,FALSE
"ND2","E16","d","N","D","E","ND2 E16 d","ND2 E",2019-01-28,302,0,FALSE
"ND2","E16","i","N","D","E","ND2 E16 i","ND2 E",2019-01-28,302,0,FALSE
"ND2","E17","d","N","D","E","ND2 E17 d","ND2 E",2018-07-05,95,1,TRUE
"ND2","E17","i","N","D","E","ND2 E17 i","ND2 E",2019-01-28,302,0,FALSE
"ND2","E18","d","N","D","E","ND2 E18 d","ND2 E",2018-06-08,68,1,TRUE
"ND2","E18","i","N","D","E","ND2 E18 i","ND2 E",2018-07-05,95,1,TRUE
"ND2","E19","d","N","D","E","ND2 E19 d","ND2 E",2018-06-08,68,1,TRUE
"ND2","E19","i","N","D","E","ND2 E19 i","ND2 E",2018-07-05,95,1,TRUE
"ND2","E20","d","N","D","E","ND2 E20 d","ND2 E",2018-06-08,68,1,TRUE
"ND2","E20","i","N","D","E","ND2 E20 i","ND2 E",2018-06-08,68,1,TRUE
"NM1","A01","d","N","M","A","NM1 A01 d","NM1 A",2018-06-29,89,1,TRUE
"NM1","A01","i","N","M","A","NM1 A01 i","NM1 A",2018-06-29,89,1,TRUE
"NM1","A02","d","N","M","A","NM1 A02 d","NM1 A",2019-01-15,289,0,FALSE
"NM1","A02","i","N","M","A","NM1 A02 i","NM1 A",2018-06-29,89,1,TRUE
"NM1","A03","d","N","M","A","NM1 A03 d","NM1 A",2018-05-24,53,1,TRUE
"NM1","A03","i","N","M","A","NM1 A03 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","A04","d","N","M","A","NM1 A04 d","NM1 A",2019-01-15,289,0,FALSE
"NM1","A04","i","N","M","A","NM1 A04 i","NM1 A",2018-06-11,71,1,TRUE
"NM1","A05","d","N","M","A","NM1 A05 d","NM1 A",2018-06-29,89,1,TRUE
"NM1","A05","i","N","M","A","NM1 A05 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","A06","d","N","M","A","NM1 A06 d","NM1 A",2018-07-16,106,1,TRUE
"NM1","A06","i","N","M","A","NM1 A06 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","A07","d","N","M","A","NM1 A07 d","NM1 A",2018-12-30,273,1,TRUE
"NM1","A07","i","N","M","A","NM1 A07 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","A08","d","N","M","A","NM1 A08 d","NM1 A",2019-01-15,289,0,FALSE
"NM1","A08","i","N","M","A","NM1 A08 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","A09","d","N","M","A","NM1 A09 d","NM1 A",2019-01-15,289,0,FALSE
"NM1","A09","i","N","M","A","NM1 A09 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","A10","d","N","M","A","NM1 A10 d","NM1 A",2018-05-24,53,1,TRUE
"NM1","A10","i","N","M","A","NM1 A10 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","A11","d","N","M","A","NM1 A11 d","NM1 A",2019-01-15,289,0,FALSE
"NM1","A11","i","N","M","A","NM1 A11 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","A12","d","N","M","A","NM1 A12 d","NM1 A",2018-06-29,89,1,TRUE
"NM1","A12","i","N","M","A","NM1 A12 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","A13","d","N","M","A","NM1 A13 d","NM1 A",2019-01-15,289,0,FALSE
"NM1","A13","i","N","M","A","NM1 A13 i","NM1 A",2018-12-30,273,1,TRUE
"NM1","A14","d","N","M","A","NM1 A14 d","NM1 A",2018-12-30,273,1,TRUE
"NM1","A14","i","N","M","A","NM1 A14 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","A15","d","N","M","A","NM1 A15 d","NM1 A",2019-01-15,289,0,FALSE
"NM1","A15","i","N","M","A","NM1 A15 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","A16","d","N","M","A","NM1 A16 d","NM1 A",2019-01-15,289,0,FALSE
"NM1","A16","i","N","M","A","NM1 A16 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","A17","d","N","M","A","NM1 A17 d","NM1 A",2019-01-15,289,0,FALSE
"NM1","A17","i","N","M","A","NM1 A17 i","NM1 A",2018-06-29,89,1,TRUE
"NM1","A18","d","N","M","A","NM1 A18 d","NM1 A",2019-01-15,289,0,FALSE
"NM1","A18","i","N","M","A","NM1 A18 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","A19","d","N","M","A","NM1 A19 d","NM1 A",2019-01-15,289,0,FALSE
"NM1","A19","i","N","M","A","NM1 A19 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","A20","d","N","M","A","NM1 A20 d","NM1 A",2019-01-15,289,0,FALSE
"NM1","A20","i","N","M","A","NM1 A20 i","NM1 A",2019-01-15,289,0,FALSE
"NM1","B01","d","N","M","B","NM1 B01 d","NM1 B",2018-06-11,71,1,TRUE
"NM1","B01","i","N","M","B","NM1 B01 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B02","d","N","M","B","NM1 B02 d","NM1 B",2019-01-15,289,0,FALSE
"NM1","B02","i","N","M","B","NM1 B02 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B03","d","N","M","B","NM1 B03 d","NM1 B",2018-06-29,89,1,TRUE
"NM1","B03","i","N","M","B","NM1 B03 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B04","d","N","M","B","NM1 B04 d","NM1 B",2019-01-15,289,0,FALSE
"NM1","B04","i","N","M","B","NM1 B04 i","NM1 B",2018-06-29,89,1,TRUE
"NM1","B05","d","N","M","B","NM1 B05 d","NM1 B",2019-01-15,289,0,FALSE
"NM1","B05","i","N","M","B","NM1 B05 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B06","d","N","M","B","NM1 B06 d","NM1 B",2019-01-15,289,0,FALSE
"NM1","B06","i","N","M","B","NM1 B06 i","NM1 B",2018-06-29,89,1,TRUE
"NM1","B07","d","N","M","B","NM1 B07 d","NM1 B",2018-06-29,89,1,TRUE
"NM1","B07","i","N","M","B","NM1 B07 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B08","d","N","M","B","NM1 B08 d","NM1 B",2019-01-15,289,0,FALSE
"NM1","B08","i","N","M","B","NM1 B08 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B09","d","N","M","B","NM1 B09 d","NM1 B",2019-01-15,289,0,FALSE
"NM1","B09","i","N","M","B","NM1 B09 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B10","d","N","M","B","NM1 B10 d","NM1 B",2019-01-15,289,0,FALSE
"NM1","B10","i","N","M","B","NM1 B10 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B11","d","N","M","B","NM1 B11 d","NM1 B",2019-01-15,289,0,FALSE
"NM1","B11","i","N","M","B","NM1 B11 i","NM1 B",2018-06-29,89,1,TRUE
"NM1","B12","d","N","M","B","NM1 B12 d","NM1 B",2019-01-15,289,0,FALSE
"NM1","B12","i","N","M","B","NM1 B12 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B13","d","N","M","B","NM1 B13 d","NM1 B",2019-01-15,289,0,FALSE
"NM1","B13","i","N","M","B","NM1 B13 i","NM1 B",2018-05-24,53,1,TRUE
"NM1","B14","d","N","M","B","NM1 B14 d","NM1 B",2018-06-29,89,1,TRUE
"NM1","B14","i","N","M","B","NM1 B14 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B15","d","N","M","B","NM1 B15 d","NM1 B",2018-06-29,89,1,TRUE
"NM1","B15","i","N","M","B","NM1 B15 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B16","d","N","M","B","NM1 B16 d","NM1 B",2019-01-15,289,0,FALSE
"NM1","B16","i","N","M","B","NM1 B16 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B17","d","N","M","B","NM1 B17 d","NM1 B",2019-01-15,289,0,FALSE
"NM1","B17","i","N","M","B","NM1 B17 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B18","d","N","M","B","NM1 B18 d","NM1 B",2019-01-15,289,0,FALSE
"NM1","B18","i","N","M","B","NM1 B18 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B19","d","N","M","B","NM1 B19 d","NM1 B",2018-06-29,89,1,TRUE
"NM1","B19","i","N","M","B","NM1 B19 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","B20","d","N","M","B","NM1 B20 d","NM1 B",2019-01-15,289,0,FALSE
"NM1","B20","i","N","M","B","NM1 B20 i","NM1 B",2019-01-15,289,0,FALSE
"NM1","C01","d","N","M","C","NM1 C01 d","NM1 C",2019-01-15,289,0,FALSE
"NM1","C01","i","N","M","C","NM1 C01 i","NM1 C",2018-05-24,53,1,TRUE
"NM1","C02","d","N","M","C","NM1 C02 d","NM1 C",2018-08-17,138,1,TRUE
"NM1","C02","i","N","M","C","NM1 C02 i","NM1 C",2018-06-29,89,1,TRUE
"NM1","C03","d","N","M","C","NM1 C03 d","NM1 C",2018-06-29,89,1,TRUE
"NM1","C03","i","N","M","C","NM1 C03 i","NM1 C",2018-05-04,33,1,TRUE
"NM1","C04","d","N","M","C","NM1 C04 d","NM1 C",2019-01-15,289,0,FALSE
"NM1","C04","i","N","M","C","NM1 C04 i","NM1 C",2019-01-15,289,0,FALSE
"NM1","C05","d","N","M","C","NM1 C05 d","NM1 C",2018-06-29,89,1,TRUE
"NM1","C05","i","N","M","C","NM1 C05 i","NM1 C",2018-05-24,53,1,TRUE
"NM1","C06","d","N","M","C","NM1 C06 d","NM1 C",2018-07-16,106,1,TRUE
"NM1","C06","i","N","M","C","NM1 C06 i","NM1 C",2018-06-29,89,1,TRUE
"NM1","C07","d","N","M","C","NM1 C07 d","NM1 C",2019-01-15,289,0,FALSE
"NM1","C07","i","N","M","C","NM1 C07 i","NM1 C",2018-06-29,89,1,TRUE
"NM1","C08","d","N","M","C","NM1 C08 d","NM1 C",2019-01-15,289,0,FALSE
"NM1","C08","i","N","M","C","NM1 C08 i","NM1 C",2018-06-29,89,1,TRUE
"NM1","C09","d","N","M","C","NM1 C09 d","NM1 C",2019-01-15,289,0,FALSE
"NM1","C09","i","N","M","C","NM1 C09 i","NM1 C",2019-01-15,289,0,FALSE
"NM1","C10","d","N","M","C","NM1 C10 d","NM1 C",2019-01-15,289,0,FALSE
"NM1","C10","i","N","M","C","NM1 C10 i","NM1 C",2019-01-15,289,0,FALSE
"NM1","C11","d","N","M","C","NM1 C11 d","NM1 C",2019-01-15,289,0,FALSE
"NM1","C11","i","N","M","C","NM1 C11 i","NM1 C",2018-06-29,89,1,TRUE
"NM1","C12","d","N","M","C","NM1 C12 d","NM1 C",2019-01-15,289,0,FALSE
"NM1","C12","i","N","M","C","NM1 C12 i","NM1 C",2018-06-29,89,1,TRUE
"NM1","C13","d","N","M","C","NM1 C13 d","NM1 C",2019-01-15,289,0,FALSE
"NM1","C13","i","N","M","C","NM1 C13 i","NM1 C",2019-01-15,289,0,FALSE
"NM1","C14","d","N","M","C","NM1 C14 d","NM1 C",2018-06-29,89,1,TRUE
"NM1","C14","i","N","M","C","NM1 C14 i","NM1 C",2019-01-15,289,0,FALSE
"NM1","C15","d","N","M","C","NM1 C15 d","NM1 C",2018-06-29,89,1,TRUE
"NM1","C15","i","N","M","C","NM1 C15 i","NM1 C",2019-01-15,289,0,FALSE
"NM1","C16","d","N","M","C","NM1 C16 d","NM1 C",2018-05-24,53,1,TRUE
"NM1","C16","i","N","M","C","NM1 C16 i","NM1 C",2018-05-04,33,1,TRUE
"NM1","C17","d","N","M","C","NM1 C17 d","NM1 C",2019-01-15,289,0,FALSE
"NM1","C17","i","N","M","C","NM1 C17 i","NM1 C",2018-05-24,53,1,TRUE
"NM1","C18","d","N","M","C","NM1 C18 d","NM1 C",2018-06-29,89,1,TRUE
"NM1","C18","i","N","M","C","NM1 C18 i","NM1 C",2019-01-15,289,0,FALSE
"NM1","C19","d","N","M","C","NM1 C19 d","NM1 C",2019-01-15,289,0,FALSE
"NM1","C19","i","N","M","C","NM1 C19 i","NM1 C",2019-01-15,289,0,FALSE
"NM1","C20","d","N","M","C","NM1 C20 d","NM1 C",2019-01-15,289,0,FALSE
"NM1","C20","i","N","M","C","NM1 C20 i","NM1 C",2019-01-15,289,0,FALSE
"NM1","D01","d","N","M","D","NM1 D01 d","NM1 D",2019-01-15,289,0,FALSE
"NM1","D01","i","N","M","D","NM1 D01 i","NM1 D",2018-06-29,89,1,TRUE
"NM1","D02","d","N","M","D","NM1 D02 d","NM1 D",2019-01-15,289,0,FALSE
"NM1","D02","i","N","M","D","NM1 D02 i","NM1 D",2018-06-29,89,1,TRUE
"NM1","D03","d","N","M","D","NM1 D03 d","NM1 D",2018-08-17,138,1,TRUE
"NM1","D03","i","N","M","D","NM1 D03 i","NM1 D",2018-08-01,122,1,TRUE
"NM1","D04","d","N","M","D","NM1 D04 d","NM1 D",2019-01-15,289,0,FALSE
"NM1","D04","i","N","M","D","NM1 D04 i","NM1 D",2019-01-15,289,0,FALSE
"NM1","D05","d","N","M","D","NM1 D05 d","NM1 D",2018-07-16,106,1,TRUE
"NM1","D05","i","N","M","D","NM1 D05 i","NM1 D",2018-06-29,89,1,TRUE
"NM1","D06","d","N","M","D","NM1 D06 d","NM1 D",2018-06-29,89,1,TRUE
"NM1","D06","i","N","M","D","NM1 D06 i","NM1 D",2019-01-15,289,0,FALSE
"NM1","D07","d","N","M","D","NM1 D07 d","NM1 D",2019-01-15,289,0,FALSE
"NM1","D07","i","N","M","D","NM1 D07 i","NM1 D",2019-01-15,289,0,FALSE
"NM1","D08","d","N","M","D","NM1 D08 d","NM1 D",2018-06-29,89,1,TRUE
"NM1","D08","i","N","M","D","NM1 D08 i","NM1 D",2019-01-15,289,0,FALSE
"NM1","D09","d","N","M","D","NM1 D09 d","NM1 D",2019-01-15,289,0,FALSE
"NM1","D09","i","N","M","D","NM1 D09 i","NM1 D",2018-06-29,89,1,TRUE
"NM1","D10","d","N","M","D","NM1 D10 d","NM1 D",2019-01-15,289,0,FALSE
"NM1","D10","i","N","M","D","NM1 D10 i","NM1 D",2019-01-15,289,0,FALSE
"NM1","D11","d","N","M","D","NM1 D11 d","NM1 D",2019-01-15,289,0,FALSE
"NM1","D11","i","N","M","D","NM1 D11 i","NM1 D",2019-01-15,289,0,FALSE
"NM1","D12","d","N","M","D","NM1 D12 d","NM1 D",2019-01-15,289,0,FALSE
"NM1","D12","i","N","M","D","NM1 D12 i","NM1 D",2019-01-15,289,0,FALSE
"NM1","D13","d","N","M","D","NM1 D13 d","NM1 D",2019-01-15,289,0,FALSE
"NM1","D13","i","N","M","D","NM1 D13 i","NM1 D",2019-01-15,289,0,FALSE
"NM1","D14","d","N","M","D","NM1 D14 d","NM1 D",2019-01-15,289,0,FALSE
"NM1","D14","i","N","M","D","NM1 D14 i","NM1 D",2019-01-15,289,0,FALSE
"NM1","D15","d","N","M","D","NM1 D15 d","NM1 D",2019-01-15,289,0,FALSE
"NM1","D15","i","N","M","D","NM1 D15 i","NM1 D",2019-01-15,289,0,FALSE
"NM1","D16","d","N","M","D","NM1 D16 d","NM1 D",2019-01-15,289,0,FALSE
"NM1","D16","i","N","M","D","NM1 D16 i","NM1 D",2018-06-29,89,1,TRUE
"NM1","D17","d","N","M","D","NM1 D17 d","NM1 D",2019-01-15,289,0,FALSE
"NM1","D17","i","N","M","D","NM1 D17 i","NM1 D",2019-01-15,289,0,FALSE
"NM1","D18","d","N","M","D","NM1 D18 d","NM1 D",2019-01-15,289,0,FALSE
"NM1","D18","i","N","M","D","NM1 D18 i","NM1 D",2018-06-29,89,1,TRUE
"NM1","D19","d","N","M","D","NM1 D19 d","NM1 D",2018-06-29,89,1,TRUE
"NM1","D19","i","N","M","D","NM1 D19 i","NM1 D",2019-01-15,289,0,FALSE
"NM1","D20","d","N","M","D","NM1 D20 d","NM1 D",2018-06-29,89,1,TRUE
"NM1","D20","i","N","M","D","NM1 D20 i","NM1 D",2018-06-29,89,1,TRUE
"NM1","E01","d","N","M","E","NM1 E01 d","NM1 E",2018-06-29,89,1,TRUE
"NM1","E01","i","N","M","E","NM1 E01 i","NM1 E",2018-06-29,89,1,TRUE
"NM1","E02","d","N","M","E","NM1 E02 d","NM1 E",2019-01-15,289,0,FALSE
"NM1","E02","i","N","M","E","NM1 E02 i","NM1 E",2018-09-14,166,1,TRUE
"NM1","E03","d","N","M","E","NM1 E03 d","NM1 E",2018-06-29,89,1,TRUE
"NM1","E03","i","N","M","E","NM1 E03 i","NM1 E",2018-06-29,89,1,TRUE
"NM1","E04","d","N","M","E","NM1 E04 d","NM1 E",2019-01-15,289,0,FALSE
"NM1","E04","i","N","M","E","NM1 E04 i","NM1 E",2019-01-15,289,0,FALSE
"NM1","E05","d","N","M","E","NM1 E05 d","NM1 E",2019-01-15,289,0,FALSE
"NM1","E05","i","N","M","E","NM1 E05 i","NM1 E",2018-06-29,89,1,TRUE
"NM1","E06","d","N","M","E","NM1 E06 d","NM1 E",2019-01-15,289,0,FALSE
"NM1","E06","i","N","M","E","NM1 E06 i","NM1 E",2018-06-29,89,1,TRUE
"NM1","E07","d","N","M","E","NM1 E07 d","NM1 E",2019-01-15,289,0,FALSE
"NM1","E07","i","N","M","E","NM1 E07 i","NM1 E",2018-07-16,106,1,TRUE
"NM1","E08","d","N","M","E","NM1 E08 d","NM1 E",2018-09-14,166,1,TRUE
"NM1","E08","i","N","M","E","NM1 E08 i","NM1 E",2018-06-29,89,1,TRUE
"NM1","E09","d","N","M","E","NM1 E09 d","NM1 E",2019-01-15,289,0,FALSE
"NM1","E09","i","N","M","E","NM1 E09 i","NM1 E",2019-01-15,289,0,FALSE
"NM1","E10","d","N","M","E","NM1 E10 d","NM1 E",2018-05-24,53,1,TRUE
"NM1","E10","i","N","M","E","NM1 E10 i","NM1 E",2019-01-15,289,0,FALSE
"NM1","E11","d","N","M","E","NM1 E11 d","NM1 E",2018-07-16,106,1,TRUE
"NM1","E11","i","N","M","E","NM1 E11 i","NM1 E",2019-01-15,289,0,FALSE
"NM1","E12","d","N","M","E","NM1 E12 d","NM1 E",2018-07-16,106,1,TRUE
"NM1","E12","i","N","M","E","NM1 E12 i","NM1 E",2018-06-29,89,1,TRUE
"NM1","E13","d","N","M","E","NM1 E13 d","NM1 E",2019-01-15,289,0,FALSE
"NM1","E13","i","N","M","E","NM1 E13 i","NM1 E",2018-06-29,89,1,TRUE
"NM1","E14","d","N","M","E","NM1 E14 d","NM1 E",2019-01-15,289,0,FALSE
"NM1","E14","i","N","M","E","NM1 E14 i","NM1 E",2019-01-15,289,0,FALSE
"NM1","E15","d","N","M","E","NM1 E15 d","NM1 E",2019-01-15,289,0,FALSE
"NM1","E15","i","N","M","E","NM1 E15 i","NM1 E",2018-05-24,53,1,TRUE
"NM1","E16","d","N","M","E","NM1 E16 d","NM1 E",2018-06-29,89,1,TRUE
